DATE,"Job Title",Company,Website,Industry,Salary,Remote,AREA,City,State,"Zip Code"
2022-10-17,"Data Analytics Specialist","Weisser Distributing, Inc",weisserdistributing.com,Retail,"$40,000 - $45,000 a year",,,"Sioux Falls",SD,"57104"
2022-10-15,"Warehouse Package Handler","FedEx Ground PH US",,,"up to $21 an hour",,,"Sioux Falls",SD,"57107"
2022-10-15,"Warehouse Package Handler","FedEx Ground PH US",,,"up to $21 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Corrections Captain","South Dakota State Government",sd.gov,"Government Administration","$52,137 - $58,654 a year",,,"Sioux Falls",SD,""
2022-10-15,"Driver Helper",Sysco,sysco.com,"Food & Beverages",,,,"Sioux Falls",SD,""
2022-10-15,"Commercial Casualty Claims Multi-line Adjuster - REMOTE WORK...","GuideOne Insurance",guideone.com,Insurance,"estimated $63.6k - $80.6k a year",Remote,,"Remote in Sioux Falls",SD,"57101"
2022-10-15,"Pharmacy Support Packing","Hy-Vee, Inc.",,,"estimated $28.9k - $36.5k a year",,,"Sioux Falls",SD,""
2022-10-16,"Retail Associate Full Time",Marshalls,stringtown.net,,,,,"Sioux Falls",SD,"57106"
2022-10-17,"Registered Nurse - Patient Aligned Care Team Care Manager","US Veterans Health Administration",va.gov,"Government Administration","$56,671 - $102,373 a year",,,"Sioux Falls",SD,"57105"
2022-10-16,"Customer Experience Coordinator",Marshalls,stringtown.net,,,,,"Sioux Falls",SD,"57106"
2022-10-15,"Medical Laboratory Technician - Avera McKennan Laboratory",Avera,avera.org,"Hospital & Health Care","$167 a day",,,"Sioux Falls",SD,"57105"
2022-10-15,"Boss Shop Customer Service/Sales Associate","Boss Truck Shops, Inc",bosstruckshops.com,Transportation/Trucking/Railroad,"estimated $27.3k - $34.5k a year",,,"Sioux Falls",SD,"57107"
2022-10-15,"Child Nutrition General Worker","Sioux Falls School District",k12.sd.us,"Primary/Secondary Education","$15.86 an hour",,,"Sioux Falls",SD,""
2022-10-16,FT-Cashier-Closing,Lowe's,lowes.com,Retail,,,,"Sioux Falls",SD,"57106"
2022-10-15,"Parts Counter Associate (Sioux Falls, SD)","Billion Automotive",billionauto.com,Automotive,"estimated $29.4k - $37.2k a year",,,"Sioux Falls",SD,"57106"
2022-10-15,"FT-Fulfillment Associate-Day",Lowe's,lowes.com,Retail,,,,"Sioux Falls",SD,"57106"
2022-10-15,"Overnight DSP",Dakotabilities,dakotabilities.org,"Civic & Social Organization","$16 an hour",,,"Sioux Falls",SD,""
2022-10-15,"Bank Operations Supervisor","First Interstate Bank",firstinterstatebank.com,Banking,"estimated $40.4k - $51.2k a year",,,"Sioux Falls",SD,""
2022-10-14,"Experienced Flex Security Officer - Weekly Pay!",Securitas,securitasantias.com,"Security & Investigations","$19 an hour",,,"Sioux Falls",SD,""
2022-10-14,"General Manager(01804) - 1207 E 57th St","Domino's Franchise",dominos.com,Restaurants,"$46,000 - $70,000 a year",,,"Sioux Falls",SD,"57108"
2022-10-15,"Furniture Repair Assistant","Furniture Mart USA Inc",,,"$18 an hour",,,"Sioux Falls",SD,"57104"
2022-10-16,"FT-Merchandising Service Associate-Day",Lowe's,lowes.com,Retail,,,,"Sioux Falls",SD,"57106"
2022-10-14,"Experienced Security Officer - Weekly Pay!",Securitas,securitasantias.com,"Security & Investigations","$16.25 an hour",,,"Sioux Falls",SD,""
2022-10-15,"Store Crew (Associates)","5244 Northern Tier Retail LLC",,,,,,"Sioux Falls",SD,"57105"
2022-10-15,"FT-Sales Associate - Flooring-Closing",Lowe's,lowes.com,Retail,,,,"Sioux Falls",SD,"57106"
2022-10-14,"Inside Sales Specialist","Core and Main",,,,,,"Sioux Falls",SD,"57104"
2022-10-15,"Lead Direct Support Professional",Dakotabilities,dakotabilities.org,"Civic & Social Organization","from $18 an hour",,,"Sioux Falls",SD,""
2022-10-15,"Medical Laboratory Scientist - McKennan Hospital Laboratory",Avera,avera.org,"Hospital & Health Care",,,,"Sioux Falls",SD,"57105"
2022-10-15,"Sales Trainee",Graybar,graybar.com,Wholesale,,,,"Sioux Falls",SD,""
2022-10-15,"Nurse (RN or LPN) - Full Time","Sioux Falls, SD",,,,,,,,""
2022-10-14,"FT-Sales Specialist - Appliances",Lowe's,lowes.com,Retail,,,,"Sioux Falls",SD,"57106"
2022-10-15,"BEAUTY CONSULTANT",WALGREENS,walgreens.com,Retail,,,,"Sioux Falls",SD,"57108"
2022-10-15,"Child Nutrition General Worker","Sioux Falls School District",k12.sd.us,"Primary/Secondary Education","$15.86 an hour",,,"Sioux Falls",SD,""
2022-10-14,"Assistant Manager(01804) - 1207 E 57th St","Domino's Franchise",dominos.com,Restaurants,"$29,000 - $40,000 a year",,,"Sioux Falls",SD,"57108"
2022-10-14,"Team Lead(01801) - 4009 E 10th St","Domino's Franchise",dominos.com,Restaurants,"$12 - $13 an hour",,,"Sioux Falls",SD,"57103"
2022-10-14,"Team Lead(01800) - 1108 S Minnesota VE","Domino's Franchise",dominos.com,Restaurants,"$12 - $13 an hour",,"All Saints area)","Sioux Falls",SD,"57105"
2022-10-14,"Registered Nurse","City of Sioux Falls",siouxfalls.org,"Government Administration","estimated $53.6k - $67.8k a year",,,"Sioux Falls",SD,""
2022-10-15,"Direct Support Professional",Dakotabilities,dakotabilities.org,"Civic & Social Organization","$16 an hour",,,"Sioux Falls",SD,""
2022-10-15,"To Go",Chili's,chilisjobs.com,,,,,"Sioux Falls",SD,"57106"
2022-10-15,Host,Chili's,chilisjobs.com,,,,,"Sioux Falls",SD,"57106"
2022-10-14,"Assistant Manager(01801) - 4009 E 10th St","Domino's Franchise",dominos.com,Restaurants,"$29,000 - $40,000 a year",,,"Sioux Falls",SD,"57103"
2022-10-17,"Data Analyst","Weisser Distributing, Inc.",,,"$40,000 - $45,000 a year",,,"Sioux Falls",SD,"57104"
2022-10-15,"Pharmacy Specialist - Utilization Management & Formulary","Wellmark, Inc.",,,,,,"Sioux Falls",SD,""
2022-10-15,Packaging,"Dakota Digital",dakotadigital.com,Entertainment,"estimated $29.1k - $36.9k a year",,,"Sioux Falls",SD,"57107"
2022-10-17,"Sales Associate (Full and Part Time)","Pearle Vision",cahabaridgeeyecare.com,,"$14 - $17 an hour",,,"Sioux Falls",SD,""
2022-10-17,"Fashion Frame Consultant","Pearle Vision",cahabaridgeeyecare.com,,"estimated $44.7k - $56.7k a year",,,"Sioux Falls",SD,""
2022-10-16,"Marketing Coordinator - Full Time!","Washington Pavilion",washingtonpavilion.org,"Museums & Institutions","estimated $34.3k - $43.5k a year",,"Downtown area)","Sioux Falls",SD,"57104"
2022-10-15,"Materials Coordinator-Operator","East River Electric Power Cooperative, Inc.",,,"$23.50 - $29.50 an hour",,,"Sioux Falls",SD,""
2022-10-15,"Traffic Control Flagger -Primoris Q3C -Starting $24.41/HR -S...","Primoris Distribution Services",,,"$23.41 - $24.41 an hour",,,"Sioux Falls",SD,"57103"
2022-10-15,"Silverstar - Graystone - Site Manager","Mammoth Holdings LLC",mammothholdings.com,Automotive,"$45,000 - $50,000 a year",,,"Sioux Falls",SD,"57108"
2022-10-17,"Optometric Technician/Receptionist","Pearle Vision",cahabaridgeeyecare.com,,,,,"Sioux Falls",SD,""
2022-10-16,"Room Service Assistant - Sanford Medical Center - FT","Sanford Health",siouxvalley.org,,"$15 - $20 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"Overnight Family Service Associate","Ronald McDonald House Charities of South Dakota",,,"$13.50 - $15.50 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57104"
2022-10-15,"E-commerce Coordinator","CF Promo / I29 Sports",,,"estimated $34.9k - $44.3k a year",,,"Sioux Falls",SD,""
2022-10-15,"Silverstar - Sycamore - Site Manager","Mammoth Holdings LLC",mammothholdings.com,Automotive,"$45,000 - $50,000 a year",,,"Sioux Falls",SD,"57110"
2022-10-15,Receptionist,"Betz Blinds Inc",,,"estimated $27.3k - $34.5k a year",,,"Sioux Falls",SD,"57105"
2022-10-15,"Business Banker","Bank Midwest",bankmw.com,Banking,"estimated $44.4k - $56.2k a year",,"Pettigrew Heights area)","Sioux Falls",SD,"57104"
2022-10-15,"Childcare Center Director","Creative Steps Childcare Center",,,"estimated $32.6k - $41.2k a year",,,"Sioux Falls",SD,"57110"
2022-10-15,"Order Selector",SpartanNash,spartannash.com,"Logistics & Supply Chain","from $18.50 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Chiropractic Assistant","Great Plains Chiropractic & Wellness LLC",,,"$14 - $16 an hour",,,"Sioux Falls",SD,"57110"
2022-10-16,"Utilization Management Specialist","Sanford Health",siouxvalley.org,,"$24.00 - $38.50 an hour",,"Downtown area)","Sioux Falls",SD,"57103"
2022-10-15,"Medical Driver - Sioux Falls, SD (Full Time)",MedSpeed,medspeed.com,"Hospital & Health Care","$14 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Adminstrative Assistant/Receptionist","Realty Growth",rgi-group.com,"Real Estate","$15 - $22 an hour",,,"Sioux Falls",SD,"57108"
2022-10-15,"Activity Director","Avantara Norton",avantaranorton.com,,"estimated $31.2k - $39.6k a year",,,"Sioux Falls",SD,"57105"
2022-10-15,"Account Executive","Sioux Falls, SD",,,,,,,,""
2022-10-15,"Leadership Development Program","AAMCO Transmissions and Total Car Care",aamco.com,Automotive,"$55,000 - $65,000 a year",,,"Sioux Falls",SD,"57101"
2022-10-16,"Full Time Night Auditor","Holiday Inn Express Hotel & Suites at Empire Mall",,,"estimated $25.9k - $32.9k a year",,,"Sioux Falls",SD,""
2022-10-17,"Social Media Marketing Specialist","Wild Oak Boutique",,,"from $15 an hour",,,"Sioux Falls",SD,"57107"
2022-10-17,"Women's Clothing Shipping & Receiving","Wild Oak Boutique",,,"from $15 an hour",,,"Sioux Falls",SD,"57107"
2022-10-15,"Accounting Specialist","Dakota Fluid Power",dakotafluidpower.com,Machinery,"estimated $34.7k - $43.9k a year",,,"Sioux Falls",SD,"57104"
2022-10-16,"Patient Access Representative - Diabetes & Thyroid","Sanford Health",siouxvalley.org,,"$16.25 - $23.00 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-17,"Full-Time Cashier","NYBERG'S ACE HARDWARE INC.",nybergsace.com,Retail,,,"Emerson/ West 12th ST area)","Sioux Falls",SD,"57104"
2022-10-15,"Patient/Client Ambassador","Alternative HR, LLC",alternativehr.com,"Human Resources","$18 - $22 an hour",,,"Sioux Falls",SD,"57107"
2022-10-15,"Patient Access Representative (Front Desk)","Sanford Health",siouxvalley.org,,"$16.25 - $23.00 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"Outside Services Coordinator","Quality Tool Inc.",,,"estimated $33.5k - $42.5k a year",,,"Sioux Falls",SD,""
2022-10-17,"Human Resources Innovations Consultant","Sanford Health",siouxvalley.org,,"$27.50 - $44.00 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Custom Cabinet Production","Dakota Kitchen and Bath, Inc",dakotakitchen.com,"Building Materials","estimated $29.3k - $37.1k a year",,,"Sioux Falls",SD,"57104"
2022-10-16,"Quality Control Technician","Design Tanks, LLC",designtanks.com,Plastics,"$17 an hour",,,"Sioux Falls",SD,"57104"
2022-10-17,"Full-Time Paint Associate","NYBERG'S ACE HARDWARE INC.",nybergsace.com,Retail,,,"Emerson/ West 12th ST area)","Sioux Falls",SD,"57104"
2022-10-17,"Starbucks Barista","Hilton Garden Inn-Downtown",,,"estimated $24.3k - $30.7k a year",,"Downtown area)","Sioux Falls",SD,"57103"
2022-10-15,"Community Life Facilitator","Southeastern Directions for Life",southeasternbh.org,"Mental Health Care","estimated $28.3k - $35.9k a year",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"Receiving and Inventory Specialist","Boot Barn",bootbarn.com,Retail,"estimated $26.7k - $33.7k a year",,,"Sioux Falls",SD,"57105"
2022-10-15,"Recycling Specialist","TJN Enterprises, Inc.",,,"estimated $30.8k - $39k a year",,,"Sioux Falls",SD,""
2022-10-17,"MDS Coordinator","Avantara Norton",avantaranorton.com,,"estimated $55.1k - $69.7k a year",,,"Sioux Falls",SD,"57105"
2022-10-20,"Cleaner at the VA Medical Center","Sanford Federal,Inc.",,,"estimated $24.5k - $31.1k a year",,,"Sioux Falls",SD,"57105"
2022-10-15,"Process Design Technician","Dakota Digital",dakotadigital.com,Entertainment,"estimated $38k - $48.2k a year",,,"Sioux Falls",SD,"57107"
2022-10-20,"Sales Associate - NEW East Side Location","Get n Go",getngo.com,Retail,"$15 an hour",,,"Sioux Falls",SD,"57106"
2022-10-15,"Cleaner at the VA Medical Center","Sanford Federal Inc",,,"estimated $26.7k - $33.7k a year",,,"Sioux Falls",SD,"57105"
2022-10-16,Merchandiser,"Chesterman Co. Coca Cola",,,"$34,000 - $41,000 a year",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-17,"Housekeeping Room Attendant","Hilton Garden Inn-Downtown",,,"estimated $25.2k - $31.8k a year",,"Downtown area)","Sioux Falls",SD,"57103"
2022-10-17,"Food Sales TM - Sioux Falls SD","US Foods",usfoods.com,"Food & Beverages",,,,"Sioux Falls",SD,""
2022-10-16,"Mobile Infant Room Assistant Teacher","Discovery Learning Center",discoverylearningcenter.com,"Individual & Family Services","estimated $21.3k - $26.9k a year",,,"Sioux Falls",SD,"57106"
2022-10-16,"FT Float","Discovery Learning Center",discoverylearningcenter.com,"Individual & Family Services","estimated $30.1k - $38.1k a year",,,"Sioux Falls",SD,"57106"
2022-10-16,"Parts/Service Sales Associate","Stan Houston Equipment",stanhouston.com,Wholesale,"estimated $27.5k - $34.9k a year",,,"Sioux Falls",SD,""
2022-10-14,"Line Service Technician - Maverick Air - FT Day / Evening /...","Sanford Health",siouxvalley.org,,"$15.00 - $20.50 an hour",,"Joe Foss Field area)","Sioux Falls",SD,"57104"
2022-10-16,"Shipping / Receiving Associate","Design Tanks, LLC",designtanks.com,Plastics,"$17 - $20 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Front Desk/Night Audit","Center Inn",,,"estimated $25.2k - $32k a year",,,"Sioux Falls",SD,"57105"
2022-10-17,"Assistant Manager","Holiday Inn- Airport",,,,,,"Sioux Falls",SD,""
2022-10-17,"Assistant General Manager","Holiday Inn- Airport",,,,,,"Sioux Falls",SD,""
2022-10-15,Driver,"Ponderosa Lodge",ponderosa-lodge.com,Hospitality,"estimated $29.2k - $37k a year",,,"Sioux Falls",SD,"57108"
2022-10-17,Housekeeper,"Grand Luxe Custom Cleaning",,,"$18 - $19 an hour",,,"Sioux Falls",SD,""
2022-10-17,"Sales Associate (Optical)","Vision Care Associates",vision-care.com,"Medical Practice","$14 - $16 an hour",,,"Sioux Falls",SD,"57105"
2022-10-17,"Housekeeping Teams - Bring your team mate!","Holiday Inn- Airport",,,,,,"Sioux Falls",SD,"57104"
2022-10-16,"Laundry Technician - Sanford Medical Center - FT Days - No W...","Sanford Health",siouxvalley.org,,"$15 - $17 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"Delivery Driver - Sioux Falls","H J H Logistics Llc",,,"from $29.50 an hour",,,"Sioux Falls",SD,"57105"
2022-10-16,"Sales Representative - Sioux Falls Equip - FT - Days","Sanford Health",siouxvalley.org,,"$16.00 - $25.50 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Logistics Technician - Supply Chain - FT - Days","Sanford Health",siouxvalley.org,,"$15 - $20 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"MLS - Medical Laboratory Scientist or MLT - Medical Laborato...","Sanford Health",siouxvalley.org,,"$19.00 - $38.50 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-14,"Construction Laborer","Eagle Construction",eagleofva.com,Construction,"estimated $34.5k - $43.7k a year",,,"Sioux Falls",SD,"57104"
2022-10-15,"Tire Technician","Bargain Barn Tire Center",,,"estimated $29.3k - $37.1k a year",,,"Sioux Falls",SD,"57104"
2022-10-15,"Cast Member","Chuck E. Cheese",,,"$13.50 - $14.50 an hour",,,"Sioux Falls",SD,"57106"
2022-10-16,"Child Life Specialist - FT Rotating Days Evenings","Sanford Health",siouxvalley.org,,"$19.50 - $29.00 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-17,Caregiver,"SYNERGY HomeCare of Sioux Falls",,,"$15 an hour",,,"Sioux Falls",SD,"57105"
2022-10-15,"Ayuda Para Liieza","Molly Maid of Sioux Falls",,,,,,"Sioux Falls",SD,"57105"
2022-10-15,"Wireless Retail Sales Associate - US W1535","OSL Retail Services Inc",oslrs.com,Retail,"up to $18 an hour",,,"Sioux Falls",SD,"57106"
2022-10-15,"Associate Sterile Processing Technician - Straight Nights, F...","Sanford Health",siouxvalley.org,,"$15.00 - $19.50 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-17,"Warehouse Associate","ABM Ind.",,,"$17 - $21 an hour",,,"Sioux Falls",SD,""
2022-10-15,"Material Handler","TJN Enterprises, Inc.",,,"$17 an hour",,,"Sioux Falls",SD,"57110"
2022-10-16,"Assistant preschool teacher","Discovery Learning Center",discoverylearningcenter.com,"Individual & Family Services","estimated $22.6k - $28.6k a year",,,"Sioux Falls",SD,"57106"
2022-10-15,"Laboratory Assistant | MB2 - FT; Shift: 8 Hours - Days","Sanford Health",siouxvalley.org,,"$16 - $22 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-16,"Inventory / Warehouse Associate","Design Tanks, LLC",designtanks.com,Plastics,"$17 - $20 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Brand Associate/Lead - Full Time","Old Navy",gap.com,Retail,"from $13 an hour",,,"Sioux Falls",SD,"57106"
2022-10-15,"evening care giver","Stay Graceful",staygraceful.com,"Hospital & Health Care","estimated $25.3k - $32.1k a year",,,"Sioux Falls",SD,"57106"
2022-10-15,"Security Installation Technician","Electro Watchman, Inc",,,"$20 - $34 an hour",,,"Sioux Falls",SD,"57105"
2022-10-16,"Production - PM Shift","Design Tanks, LLC",designtanks.com,Plastics,"$17 - $20 an hour",,,"Sioux Falls",SD,"57104"
2022-10-15,"Activity Coordinator - Assisted Living","American Baptist Homes of the Midwest",abhomes.net,"Hospital & Health Care","$15 - $16 an hour",,,"Sioux Falls",SD,"57108"
2022-10-14,"MA - Medical Assistant - Dermatology Clinic - FT Days","Sanford Health",siouxvalley.org,,"$17.00 - $25.50 an hour",,"Agustana/USF/Sanford area)","Sioux Falls",SD,"57105"
2022-10-15,"Wireless Retail Sales Associate - US W2443","OSL Retail Services Inc",oslrs.com,Retail,"up to $18 an hour",,,"Sioux Falls",SD,"57108"
2022-10-16,"Mechanical Engineering Technician – Emphasis in Quality and...","Design Tanks, LLC",designtanks.com,Plastics,"$20 - $24 an hour",,,"Sioux Falls",SD,"57104"
