DATE,"Job Title",Company,Website,Industry,Salary,Remote,AREA,City,State,"Zip Code"
2022-03-23,"Executive Editor - University Relations (Hybrid)","Careers | West Virginia University",,,,,,Morgantown,WV,"26506"
